semanticResourceURN;Code List;Code Value;codeName
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:DPM_ML;AdditionalTradeItemIdentificationTypeCode;DPM_ML;Direction de la Pharmacie et du Médicament
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:DPML;AdditionalTradeItemIdentificationTypeCode;DPML;Direction de la Pharmacie, du Médicament et des Laboratoires (DPML)
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:DPMLMOH;AdditionalTradeItemIdentificationTypeCode;DPMLMOH;Department of Pharmacy, Medicines and Laboratory, Ministry of Health
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:DRA_BT;AdditionalTradeItemIdentificationTypeCode;DRA_BT;Drug Regulatory Authority (DRA)
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:DRAP;AdditionalTradeItemIdentificationTypeCode;DRAP;Drug Regulatory Authority of Pakistan (DRAP)
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:DTAMOH;AdditionalTradeItemIdentificationTypeCode;DTAMOH;Directorate of Technical Affairs in the Ministry of Health
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:EDA;AdditionalTradeItemIdentificationTypeCode;EDA;Egyptian Drug Authority (EDA)
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:EPD;AdditionalTradeItemIdentificationTypeCode;EPD;EPD
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:EU_MEDICAL_PRODUCT_NUMBER;AdditionalTradeItemIdentificationTypeCode;EU_MEDICAL_PRODUCT_NUMBER;EU Medical Product Number
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FDA_MEDICAL_DEVICE_LISTING;AdditionalTradeItemIdentificationTypeCode;FDA_MEDICAL_DEVICE_LISTING;FDA Medical Device Listing
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FDA_MM;AdditionalTradeItemIdentificationTypeCode;FDA_MM;Food and Drug Administration (FDA)  Myanmar 
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FDA_NDC_10;AdditionalTradeItemIdentificationTypeCode;FDA_NDC_10;FDA NDC 10
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FDA_NDC_11;AdditionalTradeItemIdentificationTypeCode;FDA_NDC_11;FDA NDC 11
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FDA_PH;AdditionalTradeItemIdentificationTypeCode;FDA_PH;Food and Drug Administration (FDA) Philippines
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FDA_PRODUCT_CODE;AdditionalTradeItemIdentificationTypeCode;FDA_PRODUCT_CODE;FDA Product Code
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FDA_TH;AdditionalTradeItemIdentificationTypeCode;FDA_TH;Thai Food and Drug Administration (Thai FDA)
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FDB;AdditionalTradeItemIdentificationTypeCode;FDB;Food and Drugs Board (FDB)
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FDD;AdditionalTradeItemIdentificationTypeCode;FDD;Food and Drug Department
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FMHACA_ET;AdditionalTradeItemIdentificationTypeCode;FMHACA_ET;Food, Medicine and Health Care Administration and Control of Ethiopia (FMHACA)
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FOR_INTERNAL_USE_1;AdditionalTradeItemIdentificationTypeCode;FOR_INTERNAL_USE_1;For internal use 1
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FOR_INTERNAL_USE_10;AdditionalTradeItemIdentificationTypeCode;FOR_INTERNAL_USE_10;For internal use 10
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FOR_INTERNAL_USE_11;AdditionalTradeItemIdentificationTypeCode;FOR_INTERNAL_USE_11;For internal use 11
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FOR_INTERNAL_USE_12;AdditionalTradeItemIdentificationTypeCode;FOR_INTERNAL_USE_12;For internal use 12
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FOR_INTERNAL_USE_13;AdditionalTradeItemIdentificationTypeCode;FOR_INTERNAL_USE_13;For internal use 13
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FOR_INTERNAL_USE_14;AdditionalTradeItemIdentificationTypeCode;FOR_INTERNAL_USE_14;For internal use 14
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FOR_INTERNAL_USE_15;AdditionalTradeItemIdentificationTypeCode;FOR_INTERNAL_USE_15;For internal use 15
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FOR_INTERNAL_USE_16;AdditionalTradeItemIdentificationTypeCode;FOR_INTERNAL_USE_16;For internal use 16
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FOR_INTERNAL_USE_17;AdditionalTradeItemIdentificationTypeCode;FOR_INTERNAL_USE_17;For internal use 17
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FOR_INTERNAL_USE_18;AdditionalTradeItemIdentificationTypeCode;FOR_INTERNAL_USE_18;For internal use 18
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FOR_INTERNAL_USE_19;AdditionalTradeItemIdentificationTypeCode;FOR_INTERNAL_USE_19;For internal use 19
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FOR_INTERNAL_USE_2;AdditionalTradeItemIdentificationTypeCode;FOR_INTERNAL_USE_2;For internal use 2
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FOR_INTERNAL_USE_20;AdditionalTradeItemIdentificationTypeCode;FOR_INTERNAL_USE_20;For internal use 20
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FOR_INTERNAL_USE_3;AdditionalTradeItemIdentificationTypeCode;FOR_INTERNAL_USE_3;For internal use 3
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FOR_INTERNAL_USE_4;AdditionalTradeItemIdentificationTypeCode;FOR_INTERNAL_USE_4;For internal use 4
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FOR_INTERNAL_USE_5;AdditionalTradeItemIdentificationTypeCode;FOR_INTERNAL_USE_5;For internal use 5
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FOR_INTERNAL_USE_6;AdditionalTradeItemIdentificationTypeCode;FOR_INTERNAL_USE_6;For internal use 6
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FOR_INTERNAL_USE_7;AdditionalTradeItemIdentificationTypeCode;FOR_INTERNAL_USE_7;For internal use 7
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FOR_INTERNAL_USE_8;AdditionalTradeItemIdentificationTypeCode;FOR_INTERNAL_USE_8;For internal use 8
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:FOR_INTERNAL_USE_9;AdditionalTradeItemIdentificationTypeCode;FOR_INTERNAL_USE_9;For internal use 9
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:GDPA;AdditionalTradeItemIdentificationTypeCode;GDPA;General Directorate of Pharmaceutical Affairs (GDPA)
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:GTIN_12;AdditionalTradeItemIdentificationTypeCode;GTIN_12;GTIN 12
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:GTIN_13;AdditionalTradeItemIdentificationTypeCode;GTIN_13;GTIN 13
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:GTIN_14;AdditionalTradeItemIdentificationTypeCode;GTIN_14;GTIN 14
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:GTIN_8;AdditionalTradeItemIdentificationTypeCode;GTIN_8;GTIN 8
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:HIBC;AdditionalTradeItemIdentificationTypeCode;HIBC;HIBC
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:ICCBBA;AdditionalTradeItemIdentificationTypeCode;ICCBBA;ICCBBA
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:INDUSTRY_ASSIGNED;AdditionalTradeItemIdentificationTypeCode;INDUSTRY_ASSIGNED;Industry Assigned
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:INVIMA;AdditionalTradeItemIdentificationTypeCode;INVIMA;INVIMA
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:ISBN_NUMBER;AdditionalTradeItemIdentificationTypeCode;ISBN_NUMBER;ISBN number
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:ISSN_NUMBER;AdditionalTradeItemIdentificationTypeCode;ISSN_NUMBER;ISSN number
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:JFDA;AdditionalTradeItemIdentificationTypeCode;JFDA;Jordan Food and Drug Administration
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:LMHPRA;AdditionalTradeItemIdentificationTypeCode;LMHPRA;Liberia Medicines and Health Products Regulatory Authority
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:LOTTERY_GAME_NUMBER;AdditionalTradeItemIdentificationTypeCode;LOTTERY_GAME_NUMBER;Lottery Game Number
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:LOTTERY_PACK_BOOK_NUMBER;AdditionalTradeItemIdentificationTypeCode;LOTTERY_PACK_BOOK_NUMBER;Lottery pack book number
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MANUFACTURER_PART_NUMBER;AdditionalTradeItemIdentificationTypeCode;MANUFACTURER_PART_NUMBER;Manufacturer part number
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MCAZ;AdditionalTradeItemIdentificationTypeCode;MCAZ;Medicines Control Authority of Zimbabwe (MCAZ)
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MCC;AdditionalTradeItemIdentificationTypeCode;MCC;Medicines Control Council (MCC)
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MDL;AdditionalTradeItemIdentificationTypeCode;MDL;MDL
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MINSA;AdditionalTradeItemIdentificationTypeCode;MINSA;Ministerio de Salud - Direccion de Farmacias (MINSA)
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MISAU;AdditionalTradeItemIdentificationTypeCode;MISAU;Departamento Farmacêutico-MISAU
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MODEL_NUMBER;AdditionalTradeItemIdentificationTypeCode;MODEL_NUMBER;Model Number
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MOH_AO;AdditionalTradeItemIdentificationTypeCode;MOH_AO;Ministry of Health (MOH) Angola
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MOH_BB;AdditionalTradeItemIdentificationTypeCode;MOH_BB;Ministry of Health (MOH)  Barbados 
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MOH_BW;AdditionalTradeItemIdentificationTypeCode;MOH_BW;Drugs Regulatory Unit (DRU) of the Ministry of Health (MOH)
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MOH_GY;AdditionalTradeItemIdentificationTypeCode;MOH_GY;Ministry of Health - Guyana 
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MOH_MA;AdditionalTradeItemIdentificationTypeCode;MOH_MA;Ministry of Health - Morocco 
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MOH_MR;AdditionalTradeItemIdentificationTypeCode;MOH_MR;Ministry of Health: Pharmacy and Laboratory
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MOH_RW;AdditionalTradeItemIdentificationTypeCode;MOH_RW;Ministry of Health - Rwanda 
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MOH_SZ;AdditionalTradeItemIdentificationTypeCode;MOH_SZ;Ministry of Health (MOH) Swaziland
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MOH_TJ;AdditionalTradeItemIdentificationTypeCode;MOH_TJ;Ministry of Health - Tajikistan 
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MOH_TT;AdditionalTradeItemIdentificationTypeCode;MOH_TT;Chemistry Food and Drugs Division/Ministry of Health (CFFD/MOH)
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MOH_UG;AdditionalTradeItemIdentificationTypeCode;MOH_UG;National Drug Authority
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MOH_UZ;AdditionalTradeItemIdentificationTypeCode;MOH_UZ;Ministry of Health - Uzbekistan
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MOHSW;AdditionalTradeItemIdentificationTypeCode;MOHSW;Ministry of Health & Social Welfare
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MOPH_NE;AdditionalTradeItemIdentificationTypeCode;MOPH_NE;Ministry of Public Health
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MOPH_TD;AdditionalTradeItemIdentificationTypeCode;MOPH_TD;Minister of Public Health: Direction de la Pharmacie, du Médicament et des Laboratoires
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MRA;AdditionalTradeItemIdentificationTypeCode;MRA;Medicines Regulatory Authority (MRA) Palestine
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MRA_PG;AdditionalTradeItemIdentificationTypeCode;MRA_PG;Medicines Regulatory Authority (MRA) Papua New Guinea
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MRA_SS;AdditionalTradeItemIdentificationTypeCode;MRA_SS;Medicines Regulatory Authority (MRA) South Sudan 
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MSD;AdditionalTradeItemIdentificationTypeCode;MSD;Unidad de Medicamentos y Tecnología en Salud (MSD)
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MSP;AdditionalTradeItemIdentificationTypeCode;MSP;Direccion General de Drogas y Farmacias del Ministerio de Salud Pública (DGDF/MSP)
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MSPAS_CG;AdditionalTradeItemIdentificationTypeCode;MSPAS_CG;Ministère de la Santé Publique et des Affairs Sociales: Direction des Pharmacies, du Médicament et des Laboratoires 
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MSPAS_GT;AdditionalTradeItemIdentificationTypeCode;MSPAS_GT;Minsiterio de Salud Publica y Asistencia Social/Departamento de Regulación y Control de Productos Farmacéuticos y Afines (MSPAS)
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:MSPBS;AdditionalTradeItemIdentificationTypeCode;MSPBS;Ministerio de Salud Pública y Bienestar Social (MSPBS)
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:NABCA_PRODUCT_CODE;AdditionalTradeItemIdentificationTypeCode;NABCA_PRODUCT_CODE;NABCA product code
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:NADFC;AdditionalTradeItemIdentificationTypeCode;NADFC;National Agency of Drug and Food Control (NADFC)
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:NAFDAC_NG;AdditionalTradeItemIdentificationTypeCode;NAFDAC_NG;National Agency for Food and Drug Administration and Control (NAFDAC)
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:NAN;AdditionalTradeItemIdentificationTypeCode;NAN;NAN
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:NCM;AdditionalTradeItemIdentificationTypeCode;NCM;National Center for Medicines, Medical Devices and Medical Equipment Expertise
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:NMFA;AdditionalTradeItemIdentificationTypeCode;NMFA;National Medicines and Food Administration
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:NMPB_SD;AdditionalTradeItemIdentificationTypeCode;NMPB_SD;National Medicines and Poisons Board (NMPB)
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:NMRA_LK;AdditionalTradeItemIdentificationTypeCode;NMRA_LK;National Medicines Regulatory Authority (NMRA)
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:NMRC;AdditionalTradeItemIdentificationTypeCode;NMRC;Namibia Medicines Regulatory Council
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:NPN;AdditionalTradeItemIdentificationTypeCode;NPN;NPN
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:NSN;AdditionalTradeItemIdentificationTypeCode;NSN;NSN
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:NUMERO_RDN;AdditionalTradeItemIdentificationTypeCode;NUMERO_RDN;RDN
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:NZ_MEDICINES_TERMINOLOGY_CODE;AdditionalTradeItemIdentificationTypeCode;NZ_MEDICINES_TERMINOLOGY_CODE;NZ Medicines Terminology Code
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:PBSL;AdditionalTradeItemIdentificationTypeCode;PBSL;Pharmacy Board of Sierra Leone
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:PCOJ;AdditionalTradeItemIdentificationTypeCode;PCOJ;Pharmacy Council of Jamaica (PCoJ)
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:PHARMACODE_CH;AdditionalTradeItemIdentificationTypeCode;PHARMACODE_CH;Pharmacode CH
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:PIRC;AdditionalTradeItemIdentificationTypeCode;PIRC;Pharmaceutical Inspectorate and the Registration Committee
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:PLU;AdditionalTradeItemIdentificationTypeCode;PLU;PLU
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:PMPB;AdditionalTradeItemIdentificationTypeCode;PMPB;Pharmacy, Medicines and Poisons Board
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:PPB;AdditionalTradeItemIdentificationTypeCode;PPB;Pharmacy and Poisons Board
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:RVG;AdditionalTradeItemIdentificationTypeCode;RVG;RVG
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:RVH;AdditionalTradeItemIdentificationTypeCode;RVH;RVH
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:SAN_4;AdditionalTradeItemIdentificationTypeCode;SAN_4;SAN 4
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:SBDMA;AdditionalTradeItemIdentificationTypeCode;SBDMA;Supreme Board for Drugs & Medical Appliances
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:SCDMTE;AdditionalTradeItemIdentificationTypeCode;SCDMTE;The Scientific Centre of Drug and Medical Technologies Expertise (SCDMTE)
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:SFDA;AdditionalTradeItemIdentificationTypeCode;SFDA;State Food Drug Administration (SFDA)
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:SMDC_UA;AdditionalTradeItemIdentificationTypeCode;SMDC_UA;State Service of Ukraine on Medicines and Drugs Control (SMDC)
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:SRAMA;AdditionalTradeItemIdentificationTypeCode;SRAMA;State Regulatory Agency for Medical Activities
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:SUPPLIER_ASSIGNED;AdditionalTradeItemIdentificationTypeCode;SUPPLIER_ASSIGNED;Supplier Assigned
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:TFDA;AdditionalTradeItemIdentificationTypeCode;TFDA;Tanzania Food and Drugs Authority (TFDA)
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:WAND_NUMBER;AdditionalTradeItemIdentificationTypeCode;WAND_NUMBER;WAND Number
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:Z_INDEX;AdditionalTradeItemIdentificationTypeCode;Z_INDEX;Z INDEX
urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:ZAMRA;AdditionalTradeItemIdentificationTypeCode;ZAMRA;Zambia Medicines Regulatory Authority (ZAMRA)
urn:gs1:gdd:cl:AllergenTypeCode;AllergenTypeCode;;
urn:gs1:gdd:cl:AllergenTypeCode:AA;AllergenTypeCode;AA;Amylcinnamyl Alcohol 
urn:gs1:gdd:cl:AllergenTypeCode:AC;AllergenTypeCode;AC;Crustaceans and Their Derivatives 
urn:gs1:gdd:cl:AllergenTypeCode:AD;AllergenTypeCode;AD;3-Amino-2,4-dichlorophenol 
urn:gs1:gdd:cl:AllergenTypeCode:AE;AllergenTypeCode;AE;Eggs and Their Derivatives
urn:gs1:gdd:cl:AllergenTypeCode:AF;AllergenTypeCode;AF;Fish and Their Derivatives
urn:gs1:gdd:cl:AllergenTypeCode:AH;AllergenTypeCode;AH;Anise Alcohol 
urn:gs1:gdd:cl:AllergenTypeCode:AI;AllergenTypeCode;AI;Alpha-Isomethyl Ionone
urn:gs1:gdd:cl:AllergenTypeCode:AL;AllergenTypeCode;AL;Amyl Cinnamal 
urn:gs1:gdd:cl:AllergenTypeCode:AM;AllergenTypeCode;AM;Milk and its Derivatives
urn:gs1:gdd:cl:AllergenTypeCode:AN;AllergenTypeCode;AN;Tree Nuts and Their Derivatives
urn:gs1:gdd:cl:AllergenTypeCode:AP;AllergenTypeCode;AP;Peanuts and Their Derivatives
urn:gs1:gdd:cl:AllergenTypeCode:AS;AllergenTypeCode;AS;Sesame Seeds and Their Derivatives
urn:gs1:gdd:cl:AllergenTypeCode:AU;AllergenTypeCode;AU;Sulfur Dioxide and Sulfits 
urn:gs1:gdd:cl:AllergenTypeCode:AW;AllergenTypeCode;AW;Cereals and Their Derivatives
urn:gs1:gdd:cl:AllergenTypeCode:AX;AllergenTypeCode;AX;Other gluten Containing Grain and Gluten Containing Grain Products 
urn:gs1:gdd:cl:AllergenTypeCode:AY;AllergenTypeCode;AY;Soybean and its Derivatives
urn:gs1:gdd:cl:AllergenTypeCode:ABD;AllergenTypeCode;ABD;Tuna and its Derivatives
urn:gs1:gdd:cl:AllergenTypeCode:ABE;AllergenTypeCode;ABE;Walleye and its Derivatives
urn:gs1:gdd:cl:AllergenTypeCode:ABF;AllergenTypeCode;ABF;Barnacle and its Derivatives
urn:gs1:gdd:cl:AllergenTypeCode:ABG;AllergenTypeCode;ABG;Crab and its Derivatives
urn:gs1:gdd:cl:AllergenTypeCode:ABH;AllergenTypeCode;ABH;Crawfish and its Derivatives
urn:gs1:gdd:cl:AllergenTypeCode:ABI;AllergenTypeCode;ABI;Krill and its Derivatives
urn:gs1:gdd:cl:AllergenTypeCode:ABJ;AllergenTypeCode;ABJ;Lobster and its Derivatives
urn:gs1:gdd:cl:AllergenTypeCode:ABK;AllergenTypeCode;ABK;Prawns and their Derivatives
urn:gs1:gdd:cl:AllergenTypeCode:ABL;AllergenTypeCode;ABL;Shrimp and its Derivatives
urn:gs1:gdd:cl:AllergenTypeCode:ACP;AllergenTypeCode;ACP;Carp and its Derivatives
urn:gs1:gdd:cl:AllergenTypeCode:ADB;AllergenTypeCode;ADB;Bass and its Derivatives
urn:gs1:gdd:cl:AllergenTypeCode:ADC;AllergenTypeCode;ADC;Anchovy and its Derivatives
urn:gs1:gdd:cl:AllergenTypeCode:ADE;AllergenTypeCode;ADE;Catfish and its Derivatives
